"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"December 2017","Stockton-on-Tees 014E","E01012266","Total","All categories: Age 16+","Claimant count","Value",165,"Normal Value"
"December 2017","Stockton-on-Tees 014F","E01012267","Total","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"December 2017","Stockton-on-Tees 010E","E01012268","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"December 2017","Stockton-on-Tees 005B","E01012269","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 021F","E01012270","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 008C","E01012271","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Stockton-on-Tees 008D","E01012272","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 008E","E01012273","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Stockton-on-Tees 008F","E01012274","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Stockton-on-Tees 002D","E01012275","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Stockton-on-Tees 002E","E01012276","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Stockton-on-Tees 002F","E01012277","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Stockton-on-Tees 004A","E01012278","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 004B","E01012279","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 004C","E01012280","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 004D","E01012281","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Stockton-on-Tees 020A","E01012282","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Stockton-on-Tees 020B","E01012283","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Stockton-on-Tees 020C","E01012284","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Stockton-on-Tees 020D","E01012285","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Stockton-on-Tees 017A","E01012286","Total","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"December 2017","Stockton-on-Tees 017B","E01012287","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Stockton-on-Tees 017C","E01012288","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Stockton-on-Tees 017D","E01012289","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 019A","E01012290","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 019B","E01012291","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Stockton-on-Tees 019C","E01012292","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Stockton-on-Tees 005D","E01012294","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 005E","E01012295","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 001E","E01012296","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 001F","E01012297","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 024B","E01012298","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 024C","E01012299","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 024D","E01012300","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 024E","E01012301","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 024F","E01012302","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 024G","E01012303","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Darlington 012A","E01012304","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Darlington 012B","E01012305","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Darlington 012C","E01012306","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Darlington 009A","E01012307","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Darlington 006A","E01012309","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Darlington 006B","E01012310","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Darlington 006C","E01012311","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Darlington 006D","E01012312","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Darlington 006E","E01012313","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Darlington 006F","E01012314","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Darlington 010A","E01012315","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 010B","E01012316","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Darlington 013A","E01012317","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Darlington 013B","E01012318","Total","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"December 2017","Darlington 013C","E01012319","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Darlington 002C","E01012323","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Darlington 002D","E01012324","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Darlington 005A","E01012325","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Darlington 005B","E01012326","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Darlington 009B","E01012327","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Darlington 003A","E01012328","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Darlington 003B","E01012329","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Darlington 003C","E01012330","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 003D","E01012331","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Darlington 005C","E01012332","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Darlington 005D","E01012333","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Darlington 001B","E01012334","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 001C","E01012335","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Darlington 011A","E01012336","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 011B","E01012337","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Darlington 015A","E01012338","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 015B","E01012339","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 012D","E01012340","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Darlington 012E","E01012341","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Darlington 009C","E01012342","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Darlington 009D","E01012343","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Darlington 015C","E01012344","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Darlington 015D","E01012345","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 015E","E01012346","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 011C","E01012347","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Darlington 011D","E01012348","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Darlington 004A","E01012349","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"December 2017","Darlington 004B","E01012350","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Darlington 004C","E01012351","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Darlington 004D","E01012352","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Darlington 008B","E01012353","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Darlington 008C","E01012354","Total","All categories: Age 16+","Claimant count","Value",125,"Normal Value"
"December 2017","Darlington 008D","E01012355","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Darlington 014A","E01012356","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Darlington 014B","E01012357","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Darlington 014C","E01012358","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Darlington 014D","E01012359","Total","All categories: Age 16+","Claimant count","Value",90,"Normal Value"
"December 2017","Darlington 010C","E01012360","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Darlington 011E","E01012361","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Darlington 007A","E01012362","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Darlington 007B","E01012363","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Darlington 007C","E01012364","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Darlington 007D","E01012365","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Darlington 001D","E01012366","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Halton 007A","E01012367","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Halton 003A","E01012368","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Halton 005A","E01012369","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Halton 007B","E01012370","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"December 2017","Halton 016A","E01012371","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Halton 016B","E01012372","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Halton 016C","E01012373","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Halton 002A","E01012374","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
